benchmark,direction_id,sign,point_id,amplitude,z1_norm,root_linear_norm,operator_variation_norm,nonlinear_norm,linear_solve_norm,root_fraction,operator_fraction,nonlinear_fraction,linear_solve_fraction,decomposition_closure,linear_solve_relative_residual,z1_u_norm,root_u_norm,operator_u_norm,nonlinear_u_norm,residual_u_norm,z1_p_norm,root_p_norm,operator_p_norm,nonlinear_p_norm,residual_p_norm,z1_s_norm,root_s_norm,operator_s_norm,nonlinear_s_norm,residual_s_norm,condition_number,branch_preserving,branch_margin_gate_pass,finite,pass
N1,FIELD_U,1,6,.1000000000000000E-02,5.71117751324305146E-19,4.53554314750729555E-19,6.11716994832964370E-23,8.91872534809892543E-20,1.21217581138366967E-19,9.00822767863732388E-01,1.63863354502227801E-08,3.48326349753934200E-02,6.43445807745387371E-02,7.47744145115108738E-20,6.03608022197931179E-17,5.71117750625321035E-19,4.53554309200012255E-19,0.00000000000000000E+00,8.91872492771149199E-20,4.04700354331684136E-05,9.47227439716161241E-26,1.65520755868900852E-25,9.22451161103139914E-26,6.35717007688750492E-26,5.07480291578817134E-10,2.82558926530326747E-23,7.09582697892847379E-23,6.11716299318015825E-23,2.73835708349621277E-23,1.12338683239753566E-11,4.59335166815630328E+03,1,1,1,1
N1,FIELD_U,1,7,.7500000000000000E-03,4.28338313493263021E-19,2.36296394613038159E-19,5.42102070527467607E-20,2.22304712822852972E-19,1.53329364247572884E-19,4.23950533357412229E-01,2.23132652181358034E-02,3.75230675325977703E-01,1.78505526098474282E-01,1.54325545903412585E-19,1.28505896938571136E-16,4.28338312969024986E-19,2.36296385211578443E-19,5.42101086242752217E-20,2.22304707537746641E-19,3.03525265748763068E-05,7.10420580625733725E-26,1.10545537431987908E-25,1.40494409464602454E-25,7.76095809167465730E-26,3.80610218684112851E-10,2.11919194889061111E-23,6.66562057966569101E-23,1.03303563427028337E-22,4.84747566326883895E-23,8.42540124298151784E-12,4.59335166745331571E+03,1,1,1,1
N1,FIELD_U,1,8,.5000000000000000E-03,2.85558875662170484E-19,2.26777157375364777E-19,3.37383513868813658E-23,4.45936267404946151E-20,6.06087450871491718E-20,9.00822851657260171E-01,1.99383169062906123E-08,3.48326382154862044E-02,6.43444901889367871E-02,3.73872054898915765E-20,6.03608022197931179E-17,2.85558875312678429E-19,2.26777154600006127E-19,0.00000000000000000E+00,4.45936246385574539E-20,2.02350177165842068E-05,4.73613720044819263E-26,8.27603779344504262E-26,5.38727268725953833E-26,3.17858503846862323E-26,2.53740145789408567E-10,1.41279463275924084E-23,3.54791348946423689E-23,3.37383083754058302E-23,1.36917854164992616E-23,5.61693416198767829E-12,4.59335166675032360E+03,1,1,1,1
N1,FIELD_U,1,9,.3000000000000000E-03,1.71335325397347088E-19,9.77286635357654657E-20,5.14183822651506427E-23,5.47728980066355546E-20,3.83323870161356487E-20,6.81217004192417930E-01,1.88572508329319017E-07,2.13979909890822162E-01,1.04802897344251536E-01,5.26265979861805272E-20,6.44266724964304426E-17,1.71335325187651883E-19,9.77286631466484612E-20,0.00000000000000000E+00,5.47728966275983587E-20,1.21410106299505224E-05,2.84168232582264746E-26,3.64199098156561482E-26,7.60379855513168071E-26,2.09466327365487378E-26,1.52244087473645114E-10,8.47676779737163339E-24,8.72091981800401759E-24,5.14183260422771006E-23,1.22909432619773092E-23,3.37016049719260649E-12,4.59335166618793392E+03,1,1,1,1
N1,FIELD_U,1,10,.2000000000000000E-03,1.14223550264886495E-19,1.49077799505048388E-19,1.33401099363187120E-23,3.48761965718376972E-20,8.88698642076628675E-20,7.09168168801236565E-01,5.67861079827227772E-09,3.88133850109956616E-02,2.52018440509156949E-01,3.11225086421095795E-20,1.14240610830216935E-16,1.14223550125089668E-19,1.49077798716756860E-19,0.00000000000000000E+00,3.48761920687992516E-20,8.09400708663368272E-06,1.89445487326688406E-26,3.96984672728187172E-26,1.93779292389427177E-26,2.65805253148216773E-26,1.01496058315763427E-10,5.65117853254786886E-24,1.53307518599046885E-23,1.33400958620591483E-23,1.77227814100661388E-23,2.24677366479507140E-12,4.59335166590673816E+03,1,1,1,1
N1,FIELD_U,1,11,.1000000000000000E-03,5.71117751324592928E-20,7.45388997525241939E-20,6.68294097083956956E-25,1.74380982859188486E-20,4.44349323084488454E-20,7.09168171141900672E-01,5.70057323808473154E-11,3.88133851391022286E-02,2.52018443661991220E-01,1.55612515358109853E-20,1.14240610830216935E-16,5.71117750625608793E-20,7.45388993583784298E-20,0.00000000000000000E+00,1.74380960343996258E-20,4.04700354331684136E-06,9.47227436633442028E-27,1.98492336364093586E-26,6.66822806393617932E-27,1.32902626572599472E-26,5.07480291578817134E-11,2.82558926732217087E-24,7.66537592995234425E-24,6.68260828518138281E-25,8.86139070460057122E-24,1.12338683239753570E-12,4.59335166562554059E+03,1,1,1,1
N1,FIELD_U,1,12,.7499999999999999E-04,4.28338313493414182E-20,2.44321658839413664E-20,9.91695399984327831E-25,1.36932245016674259E-20,9.58308388638466597E-21,6.81217323612993586E-01,1.12232424382053402E-09,2.13980010225616135E-01,1.04802665039066004E-01,1.31566487727933127E-20,6.44266724963962998E-17,4.28338312969176171E-20,2.44321657866621153E-20,0.00000000000000000E+00,1.36932241569081270E-20,3.03525265748763060E-06,7.10420576626690464E-27,9.10497745391403706E-27,1.63169964205627988E-27,5.23665818405193959E-27,3.80610218684112786E-11,2.11919194601910109E-24,2.18022995450100440E-24,9.91694057613714946E-25,3.07273581518649764E-24,8.42540124298151623E-13,4.59335166555524029E+03,1,1,1,1
N1,FIELD_U,1,13,.5000000000000000E-04,2.85558875662303807E-20,3.72694498762620969E-20,3.17641270913230223E-24,8.71904914295031526E-21,2.22174659832953897E-20,7.09168170279245613E-01,5.15130328931446017E-09,3.88133850918072829E-02,2.52018439477643741E-01,7.78062671364359776E-21,1.14240610830294466E-16,2.85558875312811800E-20,3.72694496791892149E-20,0.00000000000000000E+00,8.71904801719070536E-21,2.02350177165842068E-06,4.73613718996051353E-27,9.92461681820467929E-27,6.00272191672929982E-27,6.64513132858970229E-27,2.53740145789408567E-11,1.41279462853620263E-24,3.83268796497617213E-24,3.17640703721465825E-24,4.43069535219012342E-24,5.61693416198767850E-13,4.59335166548494090E+03,1,1,1,1
N1,FIELD_U,1,14,.3000000000000000E-04,1.71335325397338764E-20,2.16283856604541622E-20,2.74777974262582355E-25,1.04901474896607416E-20,7.57609303233290413E-21,7.36408776054852665E-01,1.18859686517968457E-10,1.73234319437053558E-01,9.03569043892340773E-02,9.31366121688729666E-21,1.92072817767356787E-16,1.71335325187643542E-20,2.16283854819255450E-20,0.00000000000000000E+00,1.04901468444922853E-20,1.21410106299505215E-06,2.84168238445272216E-27,3.75295310454180690E-27,1.59872899249647009E-27,5.56028424381195266E-27,1.52244087473645127E-11,8.47676779510780722E-25,2.77894898145269264E-24,2.74773323314795112E-25,3.67910222154264968E-24,3.37016049719260690E-13,4.59335166542870320E+03,1,1,1,1
N1,FIELD_U,1,15,.2000000000000000E-04,1.14223550265014018E-20,1.29016214934508933E-20,3.85993903781345479E-25,1.69259287966791580E-21,6.10804157790415798E-21,8.05574997815110438E-01,7.21071411345752906E-10,1.38650808069439909E-02,1.80559920656874207E-01,7.56579481980686207E-21,1.56705584072624875E-16,1.14223550125217204E-20,1.29016214789598864E-20,0.00000000000000000E+00,1.69259282733385067E-21,8.09400708663368208E-07,1.89445480550779389E-27,2.19689594540391072E-27,1.03684200052251113E-27,6.12314006552822371E-28,1.01496058315763424E-11,5.65117852299526049E-25,6.11481936229293495E-25,3.85992511216252157E-25,4.20903972515267930E-25,2.24677366479507110E-13,4.59335166540058253E+03,1,1,1,1
N1,FIELD_U,1,16,.1000000000000000E-04,5.71117751325493496E-21,6.45081074672544664E-21,1.42960768370431987E-24,8.46296439828973427E-22,3.05402077552306489E-21,8.05574967802722308E-01,3.95649943863731677E-08,1.38650802902251773E-02,1.80559912342058176E-01,3.78289768734111454E-21,1.56705584072741232E-16,5.71117750626509271E-21,6.45081073947994321E-21,0.00000000000000000E+00,8.46296413661940769E-22,4.04700354331684104E-07,9.47227395960594986E-28,1.09844797270195536E-27,2.59178058306890796E-27,3.06157003278346233E-28,5.07480291578817118E-12,2.82558927700663573E-25,3.05740968114646747E-25,1.42960533434225831E-24,2.10451986258044102E-25,1.12338683239753555E-13,4.59335166537246096E+03,1,1,1,1
N1,FIELD_U,1,17,.7500000000000000E-05,4.28338313496532293E-21,5.40709641511354055E-21,4.58682326002997198E-25,2.62253687242572421E-21,1.89402329691286373E-21,7.36408769510663475E-01,5.29925400495408551E-09,1.73234317898977280E-01,9.03569072911053345E-02,2.32841530717215324E-21,1.92072817767169975E-16,4.28338312972294237E-21,5.40709637048138625E-21,0.00000000000000000E+00,2.62253671113361016E-21,3.03525265748763038E-07,7.10420590172899584E-28,9.38238276135451725E-28,6.27824742707973146E-28,1.39007106095216129E-27,3.80610218684112818E-12,2.11919193585416292E-25,6.94737245363173161E-25,4.58681896332973049E-25,9.19775555377717731E-25,8.42540124298151724E-14,4.59335166536543329E+03,1,1,1,1
N1,FIELD_U,1,18,.5000000000000000E-05,2.85558875666849016E-21,3.22540537336272332E-21,5.59681252754969840E-26,4.23148219924455423E-22,1.52701042144172210E-21,8.05574993062989297E-01,2.42559833464353128E-10,1.38650807256432470E-02,1.80559925968807600E-01,1.89144870315881128E-21,1.56705584072275828E-16,2.85558875317356979E-21,3.22540536973997161E-21,0.00000000000000000E+00,4.23148206840939141E-22,2.02350177165842052E-07,4.73613784385208129E-28,5.49223986350977680E-28,3.52878433559216954E-29,1.53078501634228842E-28,2.53740145789408559E-12,1.41279460849261464E-25,1.52870484057323374E-25,5.59681141510220648E-26,1.05225993124624210E-25,5.61693416198767774E-14,4.59335166535840563E+03,1,1,1,1
N1,FIELD_U,1,19,.3000000000000000E-05,1.71335325401104070E-21,1.62654591132545177E-21,6.39346465059998599E-26,4.29268473074814368E-22,2.99471437553665118E-22,9.06167286936033212E-01,1.40006520960808541E-09,6.31151639194328651E-02,3.07175477444685818E-02,3.02154099604600715E-22,1.15776929934520073E-16,1.71335325191408855E-21,1.62654588027674595E-21,0.00000000000000000E+00,4.29268472978679242E-22,1.21410106299505252E-07,2.84168204906945046E-28,4.50587735996522089E-28,9.10472685885434447E-29,5.59991024701971858E-29,1.52244087473645131E-12,8.47676750460331306E-26,3.17811400692189017E-25,6.39345816772272522E-26,9.08473301909701997E-27,3.37016049719260677E-14,4.59335166535278313E+03,1,1,1,1
N1,FIELD_U,1,20,.2000000000000000E-05,1.14223550264573232E-21,1.64027225888939581E-21,1.23558211650307419E-25,4.19604260370329532E-22,4.49207069505568900E-22,8.76854006321394208E-01,4.97552185610144795E-09,5.73819349543761015E-02,6.57640537487078763E-02,3.76075776556640000E-22,4.53377139565262988E-17,1.14223550124776410E-21,1.64027224920244535E-21,0.00000000000000000E+00,4.19604250937309640E-22,8.09400708663368261E-08,1.89445420255062787E-28,3.90189335675072023E-28,2.01443279091511619E-28,1.85755407650056990E-28,1.01496058315763428E-12,5.65117837942310593E-26,1.78264746734078524E-25,1.23558047438552016E-25,8.89732323404351188E-26,2.24677366479507097E-14,4.59335166534996824E+03,1,1,1,1
N1,FIELD_U,1,21,.1000000000000000E-05,5.71117751346546637E-22,8.20136129444697905E-22,3.63975231057808826E-26,2.09802130195666303E-22,2.24603539072427614E-22,8.76854006946733322E-01,1.72702674490309337E-09,5.73819350010431675E-02,6.57640563251967181E-02,1.88037891567086521E-22,4.53377139548045791E-17,5.71117750647562619E-22,8.20136124601222673E-22,0.00000000000000000E+00,2.09802125479156357E-22,4.04700354331684131E-08,9.47227846519316412E-29,1.95094667837536012E-28,9.30028176441888336E-29,9.28777038277727082E-29,5.07480291578817138E-13,2.82558919691826087E-26,8.91323733670392621E-26,3.63974042853575429E-26,4.44866161721970391E-26,1.12338683239753548E-14,4.59335166534715881E+03,1,1,1,1
N1,FIELD_P,-1,1,.1000000000000000E-01,3.76368960614964042E-14,8.01655804654704518E-15,7.50306173842684152E-14,6.32083964286716194E-15,2.94352997362418123E-14,9.73678515667644566E-03,8.52936587492759912E-01,6.05325890226784177E-03,1.31273368448295763E-01,6.36308120896289150E-15,1.80799322594161000E-16,3.22752649396566160E-16,4.52136794010773130E-16,8.50870628389176939E-16,1.29363817192193918E-16,1.90526659862759913E-02,2.57672376909612315E-17,7.71232871133017363E-18,5.57360065918350117E-17,4.60190225212399509E-18,9.71103766876529884E-03,3.76355033435272776E-14,8.00379383499760654E-15,7.50257719569468756E-14,6.31951403322582981E-15,4.84612312941535596E-03,3.93874484689180681E+04,1,1,1,1
N1,FIELD_P,-1,2,.7500000000000000E-02,2.02686374695993210E-14,4.59838597579042137E-15,3.72489264635777680E-14,9.02134610321812775E-15,7.60104619046607620E-15,1.36615285571294303E-02,8.96429152543948726E-01,5.25812783025347910E-02,3.73280405963869813E-02,4.95510021856787860E-15,8.44933483759623728E-17,2.54893602665138346E-16,2.38733895155684288E-16,3.92490491010619176E-16,1.00460626253045491E-16,1.42894994897069926E-02,1.54010010741147249E-17,5.17245120080559735E-18,2.62403805410223253E-17,6.90198786870300747E-18,7.28327825157397326E-03,2.02670288136799148E-14,4.59218172064198614E-15,3.72468493344862613E-14,9.02078408671802612E-15,3.63459234706151740E-03,2.81828310071523847E+04,1,1,1,1
N1,FIELD_P,-1,3,.5000000000000000E-02,4.90552336580184582E-15,4.00827902327352259E-15,3.70263834875545601E-15,9.07839719964889997E-16,1.46791235242322174E-15,4.90502610400296912E-01,4.18550650197997809E-01,2.51619208263944676E-02,6.57848185753109188E-02,4.34832117665122462E-16,6.11613144845226396E-17,8.25493698829110969E-17,2.26068397005386565E-16,2.21481105819877332E-17,9.80302766452752605E-17,9.52633299313799566E-03,4.11193325528361470E-18,3.85616435566508681E-18,2.46283390634508756E-18,7.66207031687686742E-19,4.85551883438264942E-03,4.90482702915859328E-15,4.00189691749880327E-15,3.70257128727068908E-15,9.02531126850240603E-16,2.42306156470767798E-03,1.03583354270164418E+04,1,1,1,1
N1,FIELD_P,-1,4,.3000000000000000E-02,1.93623406168188652E-15,1.70603168374617060E-15,8.42613358656742033E-16,6.05858536738552223E-16,1.56890981101321085E-16,7.25419737773683182E-01,1.76958677230699107E-01,9.14866333964005768E-02,6.13495159921716767E-03,1.50845433516255593E-16,1.25860853109321175E-16,3.94074825806516345E-17,7.32193402091619627E-17,1.33895556773945793E-17,6.52861121240990338E-17,5.71579979588279774E-03,1.74861255819400141E-18,1.56365861034637538E-18,4.96843852405039181E-19,7.64890981470027531E-19,2.91331130062958939E-03,1.93583220716257159E-15,1.70445903122864146E-15,8.42506822009023068E-16,6.02330229230183701E-16,1.45383693882460726E-03,6.88859261608195357E+03,1,1,1,1
N1,FIELD_P,-1,5,.2000000000000000E-02,1.09989030822833965E-15,1.74247204898523942E-15,3.07317636763561331E-16,7.36862683577950365E-17,3.22190944382270973E-16,9.37133414051291580E-01,2.91504156923532050E-02,1.67587996636161455E-03,3.20402902899935976E-02,4.78912388033418921E-17,7.64516431056533118E-17,2.43640085699189580E-17,4.80684246091321149E-17,1.14071263065524367E-17,1.23522127104069101E-17,3.81053319725519835E-03,1.02977339558782171E-18,1.96432181848447588E-18,7.27304927709162046E-19,2.89579916512547347E-19,1.94220753375305959E-03,1.09961994561202405E-15,1.74180779923911486E-15,3.07104995665828767E-16,7.26429977983136414E-17,9.69224625883071474E-04,5.90305655219163418E+03,1,1,1,1
N1,FIELD_P,-1,6,.1000000000000000E-02,4.78448627049736304E-16,8.71236024492619712E-16,3.92737412510364370E-16,3.49955879338171941E-17,1.25266180331220767E-17,8.29858661801550546E-01,1.68630850780312064E-01,1.33893369333205328E-03,1.71553724805363882E-04,2.68025595809301739E-17,1.30383043311671341E-16,1.14700731676578789E-17,2.40342123045660575E-17,1.46526703529019409E-17,6.15756834076970919E-18,1.90526659862759917E-03,4.64037761165648724E-19,9.82160909242237939E-19,4.54363505756309907E-19,1.43341364036580948E-19,9.71103766876529797E-04,4.78310893474382859E-16,8.70903899619557431E-16,3.92463715508414782E-16,3.44493103010152932E-17,4.84612312941535737E-04,5.16570722971790838E+03,1,1,1,1
N1,FIELD_P,-1,7,.7500000000000000E-03,3.47468816375363132E-16,4.26507920936542650E-16,1.22150244751580506E-16,1.14428603685383341E-16,4.18663639981647921E-17,8.59373166114003162E-01,7.04881754935729188E-02,6.18581295066426493E-02,8.28052888578137934E-03,4.85943716476929654E-17,1.55763595573160976E-16,8.48959273360141059E-18,1.83048350522904907E-17,4.29056339531531233E-18,1.60078521537216897E-17,1.42894994897069944E-03,3.39950431661481501E-19,3.90914652586593845E-19,2.37845886307336821E-19,1.64756422615580633E-19,7.28327825157397348E-04,3.47364922814922976E-16,4.26114757807160365E-16,1.22074636136898505E-16,1.13303251789753687E-16,3.63459234706151816E-04,5.00950809062282224E+03,1,1,1,1
N1,FIELD_P,-1,8,.5000000000000000E-03,2.24514383061334659E-16,4.35618012246309856E-16,2.06661577402235557E-16,1.71330945778411677E-17,7.50301032280657517E-17,7.96002254580347124E-01,1.79152189298589920E-01,1.23132944350391694E-03,2.36142266775590352E-02,8.52265701659677139E-17,7.84249131377786993E-17,5.58891583834637164E-18,1.20171061522830287E-17,6.14800036504780666E-18,3.07500351280054781E-18,9.52633299313799587E-04,2.21567646125055635E-19,4.91080454621118969E-19,1.71427415457846739E-19,7.13740321471179105E-20,4.85551883438264898E-04,2.24444699489521892E-16,4.35451949809778716E-16,2.06570037223535403E-16,1.68547378786218399E-17,2.42306156470767868E-04,4.86256626263375347E+03,1,1,1,1
N1,FIELD_P,-1,9,.3000000000000000E-03,1.31462958793417849E-16,2.16201291555269678E-16,4.33406688058359834E-17,1.68389784306639921E-17,8.89544479113943973E-17,8.22681475593795009E-01,3.30602678520202850E-02,4.99052955105618815E-03,1.39267727003128478E-01,2.29857470810018520E-17,1.59918379110230092E-16,3.32114320471394605E-18,7.69125307700927168E-18,2.85310443200962046E-18,1.96586124324097363E-18,5.71579979588279644E-04,1.30635665603848105E-19,2.41010272229067926E-19,3.83323354170843547E-20,4.95557610211671600E-20,2.91331130062958917E-04,1.31420936219677471E-16,2.16064307580684884E-16,4.32466403119279660E-17,1.67237593975529277E-17,1.45383693882460672E-04,4.75113869972061457E+03,1,1,1,1
N1,FIELD_P,-1,10,.2000000000000000E-03,8.65970348083832785E-17,6.90021548557892190E-17,3.68708617531721682E-17,2.30900813157371378E-18,5.67701217852230548E-17,5.09287617382948032E-01,1.45413385720704530E-01,5.70280779902295463E-04,3.44728716116445177E-01,3.92655113904911744E-17,8.57718120625357236E-17,2.20373133512662338E-18,4.17697476210876433E-18,1.10114557064933746E-18,5.80754753935085738E-19,3.81053319725519835E-04,8.63485278374834032E-20,5.46319835365211135E-20,5.62878727387231859E-20,1.23265879961140582E-20,1.94220753375305981E-04,8.65689467981369550E-17,6.88755927156013448E-17,3.68543722851055554E-17,2.23474618753085824E-18,9.69224625883071420E-05,4.69733853970730797E+03,1,1,1,1
N1,FIELD_P,-1,11,.1000000000000000E-03,4.27878090590821380E-17,3.45010774278946095E-17,1.73597066017606279E-17,1.14812832428984673E-18,1.15818945366367654E-17,7.31542895786303715E-01,1.85207787311791688E-01,8.10131173115416600E-04,8.24391857287891938E-02,3.77015633085616497E-17,7.33963945558336203E-17,1.09680173096072912E-18,2.08848738105438217E-18,8.18253762686865578E-19,2.90365471097681271E-19,1.90526659862759917E-04,4.28117045948529045E-20,2.73159917682605567E-20,1.51521859939408760E-20,6.16410858695274119E-21,9.71103766876529905E-05,4.27737278852028789E-17,3.44377963578006724E-17,1.73404049690403677E-17,1.11078735408545303E-18,4.84612312941535710E-05,4.64475647043325716E+03,1,1,1,1
N1,FIELD_P,-1,12,.7499999999999999E-04,3.19964422053308468E-17,5.40503228888174194E-17,9.17910890086099907E-18,4.14438973645234863E-18,3.08833419724414839E-17,7.34647816904318685E-01,2.11876920283152193E-02,4.31920468926511557E-03,2.39845286378101041E-01,3.62459577472051812E-18,1.55545439169782806E-16,8.21665299948474112E-19,1.92281326925231792E-18,3.29175175677928760E-19,4.91762256835023580E-19,1.42894994897069911E-04,3.20417577752899101E-20,6.02525680572669815E-20,1.36579958841302784E-20,1.23493302078626058E-20,7.28327825157397293E-05,3.19858742769319371E-17,5.40160768951712209E-17,9.17319450228389429E-18,4.11509218176306571E-18,3.63459234706151681E-05,4.63179645499419803E+03,1,1,1,1
N1,FIELD_P,-1,13,.5000000000000000E-04,2.12683705639725177E-17,1.72505387139473048E-17,9.32338028971250754E-18,5.72502282052630274E-19,1.44507396998479553E-17,5.01266746845481226E-01,1.46423360140638503E-01,5.52100340902916494E-04,3.51757792672977243E-01,9.52243391515904795E-18,7.17514485488818157E-17,5.47156403985304385E-19,1.04424369052719108E-18,2.30217129033582024E-19,1.45179838976923931E-19,9.52633299313799587E-05,2.13167428687305387E-20,1.36579958841302784E-20,1.59817856852547307E-20,3.08225344121398440E-21,4.85551883438264953E-05,2.12613205589987772E-17,1.72188981789003362E-17,9.32052384164245918E-18,5.53779899440046559E-19,2.42306156470767855E-05,4.61890938983977867E+03,1,1,1,1
N1,FIELD_P,-1,14,.3000000000000000E-04,1.27311296389648606E-17,8.89623704826037407E-18,3.13296582708512018E-19,2.03769843784096456E-18,4.02651589695361984E-18,7.94559043049278824E-01,9.85427771226011313E-04,4.16862958792228941E-02,1.62769233300272376E-01,2.03592992842914962E-18,1.10768361297803058E-16,3.27997535879425801E-19,5.38337838714726478E-19,1.34780614236786715E-19,1.28957327952620223E-19,5.71579979588279698E-05,1.27688275887397425E-20,9.62044494666049827E-21,4.79154192713554433E-21,2.81996590600442026E-21,2.91331130062958938E-05,1.27268973617935879E-17,8.87992868424558032E-18,2.82782559378661988E-19,2.03361180635319835E-18,1.45383693882460689E-05,4.60865184977241279E+03,1,1,1,1
N1,FIELD_P,-1,15,.2000000000000000E-04,8.47748886070842538E-18,8.99761910813526462E-18,2.43938818564271577E-18,2.68064806849935271E-19,3.05488635188708588E-18,8.40572187624121669E-01,6.17847992041930388E-02,7.46104070280897459E-04,9.68969091014044992E-02,1.65382411450478968E-19,9.47461351553022620E-17,2.18566589783006499E-19,6.17562779207778563E-19,1.20467996079551633E-19,2.19900508432672395E-19,3.81053319725519889E-05,8.50550281791516724E-21,1.13641394954556570E-20,4.33975245383023430E-21,9.96614097432447688E-23,1.94220753375305981E-05,8.47466658256759213E-18,8.97639330049388653E-18,2.43640787815227643E-18,1.53305241691693930E-19,9.69224625883071487E-06,4.60354034344810680E+03,1,1,1,1
N1,FIELD_P,-1,16,.1000000000000000E-04,4.23379004282015112E-18,4.49880955406763231E-18,1.15354894080086785E-18,1.33996841223672200E-19,9.44531844515883278E-19,9.00321845010862098E-01,5.91935817798751526E-02,7.98714725780226131E-04,3.96858584834825154E-02,8.30923351346913539E-20,9.47461351553022620E-17,1.09234188887036746E-19,3.08781389603889282E-19,6.67141064240676265E-20,1.09950773338696795E-19,1.90526659862759945E-05,4.24923485371970902E-21,5.68206974772782849E-21,3.51799204617019912E-21,4.97997575213905437E-23,9.71103766876529905E-06,4.23237852308420133E-18,4.48819665024694326E-18,1.15161278672946566E-18,7.65896756758290904E-20,4.84612312941535744E-06,4.59844029477241202E+03,1,1,1,1
N1,FIELD_P,-1,17,.7500000000000000E-05,3.17441487748981998E-18,2.22405926206509352E-18,2.27481276928951455E-18,5.08196217869668965E-19,1.29050812091526174E-18,4.10667153666264939E-01,4.29624037832323613E-01,2.14417444109788712E-02,1.38267064090432629E-01,4.63843610016581052E-19,1.10768361297803058E-16,8.19164472717335932E-20,1.34584459678681620E-19,3.12319042814728308E-20,3.22331519732088996E-20,1.42894994897069925E-05,3.18626770947884971E-21,2.40511123666512457E-21,2.25102093437589760E-21,7.05592919317643880E-22,7.28327825157397344E-06,3.17335616623680753E-18,2.21998217106139508E-18,2.27459724707086048E-18,5.07172477476390978E-19,3.63459234706151723E-06,4.59716706835726200E+03,1,1,1,1
N1,FIELD_P,-1,18,.5000000000000000E-05,2.11565849280772139E-18,2.24940477703381615E-18,1.49322267254590652E-19,6.69895498432035048E-20,9.34675356759412155E-20,9.93028747797390365E-01,4.37598420803869074E-03,8.80725790268096251E-04,1.71454220430291367E-03,3.93059076653840902E-20,9.47461351553022620E-17,5.46048387082294421E-20,1.54390694801944641E-19,3.36061853234451835E-20,5.49755162325548317E-20,9.52633299313799723E-06,2.12373976491037638E-21,2.84103487386391424E-21,1.74620315495385645E-21,2.48921613520190528E-23,4.85551883438264953E-06,2.11495263765137269E-18,2.24409832512347163E-18,1.45480976696608976E-19,3.82791298691525853E-20,2.42306156470767872E-06,4.59589455504576654E+03,1,1,1,1
N1,FIELD_P,-1,19,.3000000000000000E-05,1.26909856002713569E-18,2.21467209734744026E-18,2.88871059639809028E-19,5.15866812152833515E-19,9.88653418244433769E-20,9.31737884978660280E-01,1.58519595516488261E-02,5.05533644328975545E-02,1.85679103679325160E-03,7.24554916845967681E-20,1.68236648017680932E-16,3.27599641698073807E-20,1.44458086232090888E-19,1.51695623667739451E-20,8.54926081656812222E-20,5.71579979588279783E-06,1.27403338517163940E-21,1.52701036166638221E-21,4.36550788738464112E-22,3.53311741519871893E-22,2.91331130062958946E-06,1.26867502405047611E-18,2.20995520957571122E-18,2.88472152726108947E-19,5.08733188420580081E-19,1.45383693882460702E-06,4.59487705742963044E+03,1,1,1,1
N1,FIELD_P,-1,20,.2000000000000000E-05,8.45966894465701220E-19,8.21829098776814119E-19,2.27363649418171232E-20,2.20971528648206158E-19,3.25932217916645637E-19,8.12778737079439928E-01,6.22087346639183295E-04,5.87600213541467908E-02,1.27839154219774154E-01,7.53674011704111322E-20,1.05239298252999215E-16,2.18389967594629820E-20,4.87435086346670139E-20,5.73822023062529153E-21,4.00663936689055572E-20,3.81053319725519771E-06,8.49285455753132566E-22,9.98861605328420668E-22,5.29395592033937712E-23,2.21046861324869250E-22,1.94220753375305922E-06,8.45684529518364654E-19,8.20381703987714525E-19,2.20002799244783428E-20,2.17308655395449864E-19,9.69224625883071276E-07,4.59436847952754306E+03,1,1,1,1
N1,FIELD_P,-1,21,.1000000000000000E-05,4.22934052118444801E-19,4.10914549388407059E-19,2.83420533172207711E-19,1.10473556502744443E-19,1.33190339835612665E-19,6.04935273488531933E-01,2.87785224552697727E-01,4.37242674828612204E-02,6.35552344759090782E-02,3.08695642051522674E-20,1.05239298252999215E-16,1.09190088132349023E-20,2.43717543173335069E-20,3.18536686021926321E-21,2.00330857935190637E-20,1.90526659862759885E-06,4.24607668546885801E-22,4.99430802664210334E-22,2.59349814512351652E-22,1.10520513458995992E-22,9.71103766876529609E-07,4.22792865829346365E-19,4.10190851993857263E-19,2.83402513749010401E-19,1.08641934561064761E-19,4.84612312941535638E-07,4.59386001551175286E+03,1,1,1,1
N1,FIELD_P,1,1,.1000000000000000E-01,1.88399406061004204E-15,8.01655804654704518E-15,5.35634778131665772E-15,5.26134467322135351E-16,2.08796708011353456E-16,6.88978399220877114E-01,3.07586491265376460E-01,2.96772209560032746E-03,4.67387418146070872E-04,1.41960855413527949E-16,1.48090540035805960E-16,8.61539963534843143E-17,4.52136794010773130E-16,8.51410001000609478E-17,1.84234732452263585E-16,1.90526659862759913E-02,2.58927685717966035E-18,7.71232871133017363E-18,5.63785129692462306E-18,8.91834427985191733E-19,9.71103766876529884E-03,1.88202136145464522E-15,8.00379383499760654E-15,5.35566809830021070E-15,4.92822732525543109E-16,4.84612312941535596E-03,2.31539370003777594E+03,1,1,1,1
